Song_title,Artist,genre,release_date,topic,len
rip rip woodchip,john williamson,country,1989,violence,89
tonight is so right for love,elvis presley,rock,1960,night/time,44
storm music,gil scott-heron,jazz,1981,music,67
mr. limousine driver,grand funk railroad,blues,2002,obscene,39
the day the world stood still,charley pride,country,1967,world/life,46
long line of losers,montgomery gentry,country,2008,violence,111
getting away with it (all messed up),james,rock,2001,sadness,83
100%,trina,hip hop,2017,night/time,75
mambo rap,parov stelar,jazz,2018,obscene,114
some fools never learn,steve wariner,country,1987,sadness,81
the awakening,lukas nelson and promise of the real,blues,2010,sadness,44
i was gonna leave tomorrow anyway,trent tomlinson,country,2006,sadness,107
statue of a fool,jack greene,country,2005,sadness,30
eulogy,tool,rock,1996,feelings,31
every breath you take,the police,rock,1983,sadness,39
like fire,joan armatrading,pop,1976,sadness,45
i'll sail my ship alone,ray price,country,1957,sadness,66
thumbs,sabrina carpenter,pop,2016,world/life,103
i'll be loving you (forever),new kids on the block,pop,1988,romantic,71
tell me the story,the grace thrillers,reggae,1995,violence,58
verge,owl city,rock,2015,world/life,77
sarcasm,get scared,pop,2010,violence,134
mercy train,blues saraceno,blues,2014,world/life,30
sweet and lovely,ella fitzgerald,blues,1958,romantic,45
she don't want me love,swiss,reggae,2017,violence,97
autotheist movement ii: emancipate,the faceless,jazz,2012,violence,97
along comes mary,george benson,jazz,1968,night/time,9
heartbreak hotel,willie nelson,country,1979,sadness,68
white christmas,bing crosby,jazz,1954,music,48
cry cry blood,steel pulse,reggae,2019,violence,151
under your scars,godsmack,rock,2018,violence,32
love remains the same,gavin rossdale,rock,2012,world/life,90
this is the carter,lil wayne,pop,2004,obscene,158
from out of nowhere,faith no more,rock,1989,night/time,51
with her head tucked underneath her arm,the kingston trio,rock,1960,violence,114
ain't life grand,widespread panic,blues,1994,world/life,48
april fools,aretha franklin,blues,1972,sadness,55
after you,the gladiators,reggae,1984,obscene,135
running out of lies,willie clayton,blues,2006,sadness,48
get in my car,50 cent,pop,2005,obscene,184
song of india,tommy dorsey,jazz,1996,music,24
the places you have come to fear the most,dashboard confessional,rock,2001,violence,50
striking up a love,the green,reggae,2013,violence,72
one of those days,dolly parton,country,1983,world/life,49
i come and stand at every door,the byrds,pop,1966,violence,52
pound the alarm,nicki minaj,pop,2011,obscene,122
shot in the dark,ozzy osbourne,rock,1986,violence,30
evil angel,breaking benjamin,pop,2006,violence,43
don't listen to the radio,granger smith,country,2009,music,117
your long journey,robert plant,blues,2007,romantic,44
you never cross my mind,vern gosdin,country,1984,night/time,33
again,flyleaf,pop,2009,violence,52
turn on the lights,wade bowen,country,2008,sadness,71
give it away,ziggy marley,reggae,2014,sadness,71
it only hurts when i cry,dwight yoakam,country,1990,sadness,71
spiderhead,cage the elephant,pop,2013,violence,83
saint germain,dj cam quartet,jazz,2013,sadness,58
time changes everything,carl smith,country,1957,world/life,34
the highest high,china crisis,pop,1985,world/life,33
"hang me, oh hang me",dave van ronk,blues,1989,violence,87
she will,lil wayne,pop,2011,obscene,183
save yourself,jonny lang,blues,2003,violence,57
it's a sin,george jones,country,1962,sadness,22
send me the pillow you dream on,hank locklin,country,2003,romantic,45
stella by starlight,nat king cole,jazz,1956,sadness,27
blue eyes crying in the rain,gene vincent,rock,1960,sadness,55
feeling good,michael bublé,pop,2005,feelings,69
elk.blood.heart,all them witches,blues,2012,violence,24
human work of art,maxi priest,reggae,1990,violence,89
what are we doin' in love!,dottie west,country,1981,obscene,68
the bargain store,dolly parton,country,1975,sadness,76
stay with me,you me at six,rock,2010,sadness,44
let the good times roll,conway twitty,country,1963,sadness,49
crawl through the darkness,the von bondies,blues,2004,violence,56
my soul cries your name,x,blues,1985,sadness,59
change,candlebox,pop,1993,world/life,121
peace and love,u-roy,reggae,1971,world/life,36
wedding bells,hank williams,country,1966,music,66
japanese buffalo,cage the elephant,blues,2011,world/life,99
witch hunt,rush,rock,1981,violence,67
the 12th of september,xavier rudd,reggae,2002,world/life,36
do it again,queens of the stone age,blues,2002,world/life,21
valley of tears,buddy holly,pop,1958,world/life,27
pop life,prince,rock,1985,world/life,95
lovers live longer,the bellamy brothers,country,1980,world/life,83
fly away,michael jackson,pop,1987,sadness,41
calgary,bon iver,pop,2011,violence,80
ring the alarm,stick figure,reggae,2006,violence,79
anything goes,guns n' roses,rock,1987,night/time,55
if you hated me,merle haggard,country,1983,sadness,17
for the turnstiles,the be good tanyas,country,2006,world/life,45
butterfly effect,travis scott,pop,2018,obscene,183
hot hot hot!!!,the cure,rock,1987,violence,63
one night stand,lucinda williams,country,1980,sadness,51
1492,one drop,reggae,2008,violence,89
love in this club (feat. young jeezy),usher,pop,2008,obscene,160
lately,moneybagg yo,hip hop,2017,obscene,60
i'll always be loving you,george strait,country,1994,world/life,31
dream lover,dion,pop,1961,romantic,73
love music,"earth, wind & fire",jazz,1978,music,46
power play,steppenwolf,blues,1969,violence,82
all of me,ella fitzgerald,blues,1962,romantic,25
fame and fortune,bad company,blues,1986,obscene,77
feelin' good,j.b. lenoir,blues,1979,feelings,81
up where we belong,joe cocker,blues,1993,world/life,71
if you were the only girl (in the world),dean martin,jazz,1964,world/life,21
coming to getcha,"albert hammond, jr.",blues,2015,world/life,68
voices on the wind,little feat,country,1988,violence,114
blue canadian rockies,the byrds,pop,1968,music,37
inject the venom,ac/dc,rock,1981,violence,40
through the years,kenny rogers,country,1981,world/life,69
why can't i touch it?,buzzcocks,rock,1979,feelings,43
promises,megadeth,rock,2001,world/life,90
shot clock,ella mai,pop,2018,obscene,197
london bridge,bread,pop,1969,world/life,107
pirate jenny,nina simone,blues,1964,violence,142
e-bow the letter,r.e.m.,rock,1996,violence,165
half pint,mel waiters,blues,2006,obscene,150
get inside,stone sour,rock,2002,sadness,118
too much on my mind,the kinks,rock,1966,night/time,30
pressure drop,toots & the maytals,reggae,1973,obscene,87
"hey, uh, what you say come on",roy ayers ubiquity,jazz,1976,violence,184
dolphins,fred neil,country,1998,world/life,36
raw ramp,t. rex,blues,1971,obscene,65
just in time,tony bennett,jazz,1962,world/life,39
big barn bed,wings,pop,1973,night/time,50
breakdown dead ahead,boz scaggs,pop,1980,violence,64
life goes on,johnny cash,country,1961,world/life,36
wedding song,bob dylan,pop,1974,world/life,97
autumn nocturne,john surman,jazz,2018,sadness,106
leave it to me,eddie money,country,1983,sadness,61
one time,the subdudes,blues,1989,world/life,54
sweet city woman,stampeders,rock,1971,romantic,117
if ever i would leave you,aretha franklin,blues,1963,sadness,48
the rain the park and other things,the cowsills,pop,1967,music,58
gangs in the street,loverboy,pop,1981,obscene,65
this kiss,faith hill,pop,1998,romantic,112
reckless life,guns n' roses,rock,1988,world/life,70
pain and love,t. rex,blues,1977,world/life,98
brave new world,greta van fleet,blues,2018,violence,66
i-76,g. love & special sauce,reggae,1994,obscene,169
just out of reach (of my two open arms),patsy cline,country,1965,sadness,44
